-2.234021443	1.255
-2.225294796	1.189
-2.21656815	1.211
-2.207841504	1.263
-2.199114858	1.233
-2.190388211	1.256
-2.181661565	1.214
-2.172934919	1.258
-2.164208272	1.231
-2.155481626	1.266
-2.14675498	1.273
-2.138028334	1.301
-2.129301687	1.273
-2.120575041	1.253
-2.111848395	1.268
-2.103121749	1.289
-2.094395102	1.276
-2.085668456	1.325
-2.07694181	1.333
-2.068215164	1.331
-2.059488517	1.328
-2.050761871	1.344
-2.042035225	1.34
-2.033308579	1.342
-2.024581932	1.353
-2.015855286	1.372
-2.00712864	1.371
-1.998401994	1.382
-1.989675347	1.398
-1.980948701	1.396
-1.972222055	1.417
-1.963495408	1.403
-1.954768762	1.429
-1.946042116	1.437
-1.93731547	1.443
-1.928588823	1.452
-1.919862177	1.472
-1.911135531	1.474
-1.902408885	1.486
-1.893682238	1.493
-1.884955592	1.488
-1.876228946	1.507
-1.8675023	1.523
-1.858775653	1.526
-1.850049007	1.543
-1.841322361	1.544
-1.832595715	1.559
-1.823869068	1.564
-1.815142422	1.583
-1.806415776	1.589
-1.79768913	1.602
-1.788962483	1.613
-1.780235837	1.623
-1.771509191	1.637
-1.762782545	1.644
-1.754055898	1.657
-1.745329252	1.671
-1.736602606	1.685
-1.727875959	1.696
-1.719149313	1.716
-1.710422667	1.729
-1.701696021	1.738
-1.692969374	1.757
-1.684242728	1.773
-1.675516082	1.787
-1.666789436	1.802
-1.658062789	1.82
-1.649336143	1.832
-1.640609497	1.846
-1.631882851	1.86
-1.623156204	1.879
-1.614429558	1.894
-1.605702912	1.913
-1.596976266	1.929
-1.588249619	1.947
-1.579522973	1.965
-1.570796327	1.984
-1.562069681	2.004
-1.553343034	2.021
-1.544616388	2.041
-1.535889742	2.065
-1.527163095	2.083
-1.518436449	2.103
-1.509709803	2.124
-1.500983157	2.143
-1.49225651	2.17
-1.483529864	2.189
-1.474803218	2.214
-1.466076572	2.237
-1.457349925	2.262
-1.448623279	2.282
-1.439896633	2.306
-1.431169987	2.333
-1.42244334	2.359
-1.413716694	2.386
-1.404990048	2.411
-1.396263402	2.438
-1.387536755	2.46
-1.378810109	2.487
-1.370083463	2.516
-1.361356817	2.547
-1.35263017	2.58
-1.343903524	2.607
-1.335176878	2.642
-1.326450232	2.669
-1.317723585	2.702
-1.308996939	2.74
-1.300270293	2.77
-1.291543646	2.807
-1.282817	2.842
-1.274090354	2.877
-1.265363708	2.913
-1.256637061	2.949
-1.247910415	2.988
-1.239183769	3.023
-1.230457123	3.066
-1.221730476	3.105
-1.21300383	3.15
-1.204277184	3.192
-1.195550538	3.233
-1.186823891	3.278
-1.178097245	3.328
-1.169370599	3.373
-1.160643953	3.417
-1.151917306	3.465
-1.14319066	3.519
-1.134464014	3.571
-1.125737368	3.622
-1.117010721	3.675
-1.108284075	3.734
-1.099557429	3.785
-1.090830782	3.839
-1.082104136	3.9
-1.07337749	3.957
-1.064650844	4.029
-1.055924197	4.087
-1.047197551	4.157
-1.038470905	4.215
-1.029744259	4.284
-1.021017612	4.349
-1.012290966	4.417
-1.00356432	4.496
-0.994837674	4.569
-0.986111027	4.645
-0.977384381	4.722
-0.968657735	4.802
-0.959931089	4.884
-0.951204442	4.972
-0.942477796	5.051
-0.93375115	5.142
-0.925024504	5.235
-0.916297857	5.328
-0.907571211	5.426
-0.898844565	5.521
-0.890117919	5.62
-0.881391272	5.723
-0.872664626	5.833
-0.86393798	5.938
-0.855211333	6.047
-0.846484687	6.165
-0.837758041	6.284
-0.829031395	6.403
-0.820304748	6.526
-0.811578102	6.651
-0.802851456	6.783
-0.79412481	6.916
-0.785398163	7.056
-0.776671517	7.2
-0.767944871	7.346
-0.759218225	7.494
-0.750491578	7.647
-0.741764932	7.808
-0.733038286	7.966
-0.72431164	8.135
-0.715584993	8.305
-0.706858347	8.481
-0.698131701	8.658
-0.689405055	8.851
-0.680678408	9.041
-0.671951762	9.243
-0.663225116	9.448
-0.654498469	9.661
-0.645771823	9.872
-0.637045177	10.091
-0.628318531	10.316
-0.619591884	10.553
-0.610865238	10.793
-0.602138592	11.042
-0.593411946	11.292
-0.584685299	11.546
-0.575958653	11.814
-0.567232007	12.091
-0.558505361	12.377
-0.549778714	12.673
-0.541052068	12.974
-0.532325422	13.284
-0.523598776	13.601
-0.514872129	13.927
-0.506145483	14.264
-0.497418837	14.61
-0.488692191	14.97
-0.479965544	15.339
-0.471238898	15.719
-0.462512252	16.109
-0.453785606	16.508
-0.445058959	16.914
-0.436332313	17.331
-0.427605667	17.762
-0.41887902	18.207
-0.410152374	18.662
-0.401425728	19.134
-0.392699082	19.613
-0.383972435	20.103
-0.375245789	20.605
-0.366519143	21.122
-0.357792497	21.661
-0.34906585	22.201
-0.340339204	22.747
-0.331612558	23.306
-0.322885912	23.881
-0.314159265	24.476
-0.305432619	25.075
-0.296705973	25.682
-0.287979327	26.296
-0.27925268	26.922
-0.270526034	27.551
-0.261799388	28.188
-0.253072742	28.839
-0.244346095	29.499
-0.235619449	30.166
-0.226892803	30.836
-0.218166156	31.51
-0.20943951	32.169
-0.200712864	32.84
-0.191986218	33.506
-0.183259571	34.171
-0.174532925	34.839
-0.165806279	35.506
-0.157079633	36.165
-0.148352986	36.816
-0.13962634	37.457
-0.130899694	38.081
-0.122173048	38.687
-0.113446401	39.276
-0.104719755	39.851
-0.095993109	40.397
-0.087266463	40.922
-0.078539816	41.433
-0.06981317	41.912
-0.061086524	42.37
-0.052359878	42.773
-0.043633231	43.117
-0.034906585	43.431
-0.026179939	43.703
-0.017453293	44.007
-0.008726646	44.078
0	44.377
0.008726646	44.374
0.017453293	44.614
